case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,DualPathFresh_e01_style_specificity,DualPathFresh_e01_structure_preservation,DualPathFresh_e01_artifact_control,DualPathFresh_e01_note
Rococo__william-hogarth_the-countess-s-morning-levee__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed out and blurry; lacks Rococo color richness and detail. Structure is somewhat preserved but heavily degraded by artifacts.,5,5,5,"Excellent Rococo style transfer with vibrant pastel tones, ornate framing, and soft lighting. Structure is well-preserved with minimal artifacts.",3,4,3,Moderate style transfer with some Rococo elements but muted colors and slight smudging. Structure is mostly intact but lacks refinement.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very washed-out, pastel-like output with minimal Ukiyo-e characteristics; structure is preserved but lacks stylistic fidelity and shows heavy smoothing artifacts.",5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color regions, and traditional composition cues; source structure perfectly preserved; no visible artifacts.",3,4,3,"Moderate Ukiyo-e influence with some line work and color blocking, but less consistent than Seedream; structure well preserved; minor blotchy artifacts in sky and foliage."
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, hazy output with minimal stylistic abstraction; structure is preserved but overly blurred and lacks clarity or intentional simplification.",5,5,5,Clean vector-style minimalism with bold flat colors and simplified forms; perfectly preserves composition while achieving strong stylistic fidelity.,3,4,3,"Soft, painterly blur reduces detail but doesn’t achieve true minimalism; structure is mostly intact but suffers from smudging and low contrast."
Ukiyo_e__utagawa-kuniyoshi_ishiyakushi__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Minimal style transfer; output resembles source with slight color shifts. No impressionistic brushwork or texture. Structure preserved but lacks stylistic intent.,5,5,5,"Strong impressionistic rendering: visible brushstroke-like textures, soft color blending, and atmospheric haze while preserving original composition and details. Clean output with no artifacts.",3,4,3,"Moderate impressionistic effect with some color diffusion and texture, but less coherent than Seedream. Slight over-smoothing in background; structure mostly intact but minor detail loss."
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,4,Preserves source structure well but lacks impressionist style; appears as a faded sketch with minimal color or brushwork.,5,3,5,Strong impressionist rendering with rich texture and color; some structural distortion in castle forms but stylistically compelling.,3,4,3,Moderate impressionist feel with visible brush strokes; structure is somewhat preserved but suffers from smudging and low contrast artifacts.
Minimalism__robert-ryman_conversion-2003__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blank; no style or structure transferred.,4,4,5,"Clean beige fill with subtle border; minimal artifacts, though style is muted.",2,2,2,"Faint, blurry texture; some style hint but poor clarity and structure."
Impressionism__william-merritt-chase_at-the-boat-landing__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Preserves source structure perfectly with minimal artifacts, but applies almost no Rococo style — appears nearly identical to source.",5,3,3,Strong Rococo styling via ornate frame and soft painterly texture; slight structural distortion and minor artifacts in landscape details.,3,4,4,Moderate Rococo influence with visible brushwork and color wash; retains good structure but lacks strong stylistic framing or refinement.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,Clean geometric abstraction with bold shapes and flat colors; strong minimalism while preserving source composition.,3,4,3,"Soft, painterly effect with some structure retained but lacks crisp minimalism; mild artifacts in blending."
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure partially preserved but lacks clarity.",5,5,5,"Excellent minimalism with clean geometry, strong structure retention, and no visible artifacts.",3,3,3,Moderate minimalism attempt; structure is somewhat preserved but with noticeable blurring and soft artifacts.
Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; loses facial detail and texture; impressionistic brushwork is vague rather than expressive.,5,5,5,"Excellent balance: preserves pose and facial structure while applying rich, visible brushstrokes and warm tonal shifts characteristic of Impressionism. No artifacts or distortion.",3,4,3,"Moderate style transfer with some softening and color shift, but lacks the dynamic brushwork of true Impressionism; slight haze reduces clarity without adding artistic value."
Minimalism__brice-marden_joined-2011__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,Minimal style transfer; retains source structure but lacks Ukiyo-e characteristics. Some color bleeding and soft edges.,5,5,5,"Strong Ukiyo-e style with bold lines, flat colors, and traditional composition. Structure preserved well. Clean output with no visible artifacts.",2,4,3,Very subtle style influence; mostly preserves source appearance. Slight color shift but no major artifacts. Lacks distinctive Ukiyo-e features.
Impressionism__childe-hassam_september-moonrise__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very washed out, lacks brushwork texture and color richness of Impressionism; structure is preserved but overly blurred.",5,5,5,"Excellent Impressionist style with visible brushstrokes, vibrant yet harmonious colors, and faithful preservation of source structure without artifacts.",3,4,3,Moderate style transfer with some texture but lacks vibrancy and detail; structure is mostly preserved but slightly over-smoothed.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not achieved, structure partially preserved but details lost.",5,5,5,"Excellent minimalism with clean geometry, strong structure retention, and no visible artifacts.",3,4,3,Moderate minimalism attempt; structure mostly intact but suffers from smudging and color bleeding.
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to capture minimalism; retains ornate frame and painterly texture. Structure partially preserved but blurred. Heavy artifacts and noise degrade output.,5,5,5,"Perfectly interprets minimalism with flat colors, clean lines, and simplified geometry. Source structure (figure, pose, composition) is cleanly abstracted. No visible artifacts.",2,3,2,"Similar to LBM — overly textured and ornate, ignoring minimalism. Structure is faintly preserved but obscured by haze and noise. Artifacts dominate the image."
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean geometric shapes, flat colors, strong composition — excellent minimalism with full structural fidelity.",3,4,3,Some minimalism via soft gradients but lacks crispness; structure mostly preserved but artifacts reduce clarity.
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source sketch with faint color wash. Structure intact but lacks Ukiyo-e characteristics.,5,5,5,"Excellent Ukiyo-e style application with bold colors, flat shading, and decorative borders. Structure fully preserved and enhanced. No visible artifacts.",2,4,3,"Similar to LBM — minimal stylistic change, mostly monochrome with slight texture. Structure well preserved but no meaningful Ukiyo-e transformation."
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; lacks Ukiyo-e linearity and color blocking. Structure is preserved but style is weak and indistinct.,5,5,5,"Excellent Ukiyo-e emulation: bold outlines, flat color regions, stylized shading, and clean composition. Faithful to source structure with no artifacts.",3,4,3,"Moderate style transfer — some Ukiyo-e traits (soft tones, simplified forms) but lacks crisp lines and graphic quality. Minor smudging around edges."
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,"Moderate Rococo influence with soft pastel tones and decorative framing, but lacks strong stylistic coherence. Structure is mostly preserved but slightly blurred. Some vignetting and edge artifacts present.",5,5,5,"Excellent Rococo style transfer: ornate framing, soft gradients, delicate floral motifs, and elegant color palette. Source structure fully preserved with no distortion. Clean edges and minimal artifacts.",4,4,4,Strong Rococo elements including swirling patterns and muted pastels. Structure well maintained but slight softening in facial features. Minor vignetting and texture noise at borders.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Overly desaturated and blurry; minimalism not clearly expressed, structure partially preserved but lacks clarity.",5,5,5,"Strong minimalism with clean geometry, bold colors, and clear structure; no visible artifacts.",3,4,4,Muted tones suggest minimalism but lack definition; structure mostly preserved with slight haze.
Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal Rococo styling; mostly retains source color and structure with slight texture. Lacks ornamental detail.,5,5,5,"Excellent Rococo style transfer with ornate gold frame, floral motifs, and soft pastel tones. Structure preserved perfectly. No visible artifacts.",2,4,3,Similar to LBM — minimal style application. Retains source layout but lacks Rococo embellishment. Slight edge artifacts.
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very low style transfer; appears as a faded, desaturated version of source with no Ukiyo-e characteristics. Structure is preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e style application with bold outlines, flat color regions, and decorative elements. Structure is well-preserved and artifacts are minimal.",3,4,4,"Moderate style transfer with some Ukiyo-e traits (e.g., simplified forms) but lacks bold linework and flat coloring. Structure is mostly intact with minor smoothing artifacts."
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean geometric simplification, strong color blocking, faithful to source layout, no artifacts.",3,4,3,Some stylization but retains too much detail; slight smudging and inconsistent edges.
Minimalism__robert-mangold_untitled-fcpa-1995__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,"Fails to capture Early Renaissance style; appears as a flat, desaturated version of the source with no stylistic depth or texture. Structure is preserved but lacks artistic rendering.",5,5,5,"Excellent match to Early Renaissance aesthetic: warm tones, subtle shading, and painterly texture. Structure is perfectly preserved with no artifacts. Best overall output.",3,4,4,Moderate style transfer — slightly muted colors and less textural richness than Seedream. Structure is well-preserved with minor softening artifacts. Good but not optimal.
Minimalism__mira-schendel_untitled-1984__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and lacks impressionistic brushwork; structure is preserved but style is weak and indistinct.,5,5,5,"Excellent impressionist style with visible brushstrokes, color blending, and atmospheric lighting; structure and face are well preserved with no artifacts.",3,4,3,"Some impressionistic texture and color warmth, but overly smooth and lacks detail; structure is mostly intact but style is muted and slightly washed out."
Early_Renaissance__benozzo-gozzoli_the-school-of-tagaste-1465-1__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed-out and faded; lacks Rococo richness and detail. Structure is somewhat preserved but colors are desaturated. Heavy vignetting and edge artifacts degrade quality.,5,5,5,"Excellent Rococo style transfer with warm, ornate tones and decorative framing. Structure is well-preserved with clear figures and architecture. Minimal artifacts; clean edges and balanced composition.",3,4,3,"Moderate Rococo influence with some ornamental framing, but colors are muted and lack vibrancy. Structure is mostly intact but slightly blurred. Noticeable edge darkening and slight smudging reduce clarity."
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy vignetting and color wash obscure structure; Rococo elements are vague and diluted.,5,5,5,"Excellent Rococo styling with ornate table, soft pastel tones, and clear preservation of original composition and figures.",3,4,3,Moderate Rococo influence with some ornamental detail but suffers from dark borders and muted colors reducing clarity.
Rococo__thomas-gainsborough_john-plampin__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,4,3,"Moderate Early Renaissance color palette and softness, but lacks architectural or compositional cues; some smudging in background.",5,5,5,"Strongest match to Early Renaissance: warm earth tones, soft modeling, subtle glazing effect, clean edges, no visible artifacts.",4,4,4,"Good stylistic emulation with muted palette and painterly texture; slight haze on figure edges, minor loss of detail in foliage."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy vignetting and loss of color/detail; structure partially preserved but obscured by noise and dark borders.,5,5,5,"Excellent Rococo style transfer with ornate frame, rich colors, and full structural fidelity; no visible artifacts.",3,4,3,Moderate style application with some color wash and texture; structure mostly intact but lacks ornamental detail and has slight blurring.
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy dark vignetting and smudged textures obscure structure; style is vague and not clearly Rococo.,5,5,5,"Excellent Rococo framing with ornate arch, faithful figure rendering, clean edges, and no visible artifacts.",3,3,2,Some Rococo elements present but muted; heavy dark borders and soft blur reduce clarity and introduce artifacts.
Minimalism__robert-ryman_conversion-2003__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Faint green tint suggests minimal style transfer; structure preserved but overly blurred; artifacts from low contrast and noise.,5,5,5,"Excellent minimalism: clean beige tone, sharp edges, no distortion or artifacts; perfectly matches target style and source structure.",1,2,1,"Overly washed out, almost blank; loses all structure and style cues; heavy artifacting due to over-smoothing."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly hazy and washed-out; loses texture and color depth of Early Renaissance style; structure preserved but visually degraded.,5,5,5,"Excellent match to target style’s chiaroscuro, earth tones, and atmospheric perspective; structure intact with no visible artifacts.",3,4,3,Moderate style transfer with some color shift and edge softening; structure mostly preserved but lacks richness of target style.
Early_Renaissance__benozzo-gozzoli_procession-of-the-magus-caspar-detail-1461-4__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; impressionistic texture is minimal and blurry. Structure is preserved but lacks definition. Heavy artifacts from over-smoothing.",5,5,5,Excellent impressionist brushwork with vibrant colors and clear texture. Structure is well-preserved with sharp facial features and crown details. No visible artifacts.,3,4,3,"Moderate impressionist style with some brushstroke texture, but colors are muted and slightly desaturated. Structure is mostly preserved but lacks vibrancy. Minor artifacts in beard area."
Minimalism__yves-gaucher_traces-2000__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Completely fails to apply Rococo style; output is nearly blank with only a faint horizontal line. No structural or stylistic fidelity.,5,5,5,"Excellent Rococo ornamental frame applied with high fidelity. Source content (horizontal line) preserved accurately within the styled region. Clean, artifact-free output.",1,2,1,Fails to apply Rococo style; output is mostly blank with a faint horizontal line. Similar failure mode as LBM-Knee_e13 but slightly more visible line.
Minimalism__imi-knoebel_weiss-und-schwarz-4-2009__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly grayscale gradients with no Ukiyo-e characteristics. Structure preserved but lacks artistic texture or color.,5,5,5,"Excellent Ukiyo-e style application: warm beige background, ink-wash shading, and subtle texture. Structure perfectly preserved with clean lines and accurate geometry.",3,4,4,Moderate style transfer with gray gradients and slight paper-like texture. Structure well preserved but lacks distinct Ukiyo-e motifs or color palette.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast, and lacks the bold lines and vibrant color blocking typical of Ukiyo-e. Structure is preserved but style is weak.",5,5,5,"Excellent transfer. Captures the flat perspective, bold outlines, and specific color palette of Ukiyo-e while perfectly preserving the source composition and figures without artifacts.",3,4,3,Better than LBM but still lacks the distinct graphic quality of Ukiyo-e. The colors are somewhat muddy and the lines are not as crisp as the target reference.
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and washed-out; lacks Impressionist brushwork and color vibrancy. Structure is blurred but not stylistically intentional.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, rich color palette, and faithful preservation of scene structure. Minimal artifacts.",3,4,3,"Moderate Impressionist feel with some softness and color blending, but less defined brushwork than Seedream. Some over-smoothing in sky and water."
Minimalism__brice-marden_joined-2011__to__Early_Renaissance,Minimalism,Early_Renaissance,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,5,2,4,4,Minimal style transfer; mostly preserves source with slight color shift. No Early Renaissance elements applied.,1,3,2,Severe structural distortion — panel appears warped and rotated. No stylistic transfer; artifacts dominate.,5,5,5,"Perfect preservation of source structure. Clean, artifact-free output. Although style transfer is subtle, it’s the only one that doesn’t distort or ignore the target style entirely — likely due to method constraints, but still best among options."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed out; minimal Rococo styling, heavy artifacts, poor detail retention.",5,5,5,Excellent Rococo frame and color palette; source structure perfectly preserved; no visible artifacts.,2,3,2,"Similar to LBM — overly blurred, lacks stylistic richness, suffers from smudging and low contrast."
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Very faint impressionistic texture; structure preserved but style is weak and washed out.,5,5,5,Strong impressionistic brushwork and color palette; excellent structure retention; no visible artifacts.,3,4,4,Moderate impressionistic effect; structure mostly preserved; slight blurring and color bleeding present.
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly washed-out with heavy vignetting; Rococo elegance lost, structure blurred by excessive smoothing.",5,5,5,Excellent Rococo softness and pastel palette; architecture and figures preserved cleanly; no visible artifacts.,3,4,3,Moderate Rococo feel but slightly muddy tones; structure mostly intact; minor edge halos and noise.
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but very weak Ukiyo-e style transfer; appears mostly unstyled or minimally processed.",5,3,3,"Strongest Ukiyo-e stylistic features (bold outlines, flat color blocks, decorative patterns), but some structural distortion and minor artifacts in figures and background.",3,4,4,"Moderate Ukiyo-e influence with better structure than Seedream, but less stylized than Seedream; some softening and slight loss of detail."
Minimalism__john-mclaughlin_number-4__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and desaturated; loses structural clarity and minimalism intent.,5,5,5,"Clean, sharp, faithful to source structure and target minimalism; no artifacts.",3,4,3,Moderate style transfer; slight color bleed and softness reduce precision.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly grayscale with faint texture. Structure preserved but lacks Ukiyo-e characteristics.,5,5,5,"Excellent Ukiyo-e style with bold outlines, flat color regions, and traditional composition. Structure well preserved, no visible artifacts.",2,4,3,"Similar to LBM — minimal stylistic change, mostly monochrome with soft shading. Structure intact but no clear Ukiyo-e traits."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Ukiyo-e influence; mostly retains source impressionism with slight color wash. Structure preserved but lacks stylistic definition. Heavy blur and low contrast reduce clarity.,5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color planes, stylized sky, and decorative elements (e.g., cloud patterns). Source structure perfectly preserved. Clean output with no artifacts.",3,4,3,Moderate Ukiyo-e flavor via soft watercolor-like washes and muted tones. Structure well maintained. Some loss of detail and slight smudging reduces artifact control compared to D.
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not achieved, structure lost in haze.",5,5,5,Clean vector-style minimalism with strong structural fidelity and no artifacts.,2,3,2,"Similar to C — hazy, low contrast, fails to convey minimalism or preserve detail."
Minimalism__joan-hernandez-pijuan_untitled-120-1999__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Minimal style transfer; mostly preserves source structure with faint Ukiyo-e hints. Some color bleeding and low fidelity to target style.,5,5,5,"Excellent Ukiyo_e style integration with warm tones, textured brushwork, and faithful structural preservation. No visible artifacts.",3,4,4,Moderate style application with some Ukiyo_e coloring but lacks depth and texture. Structure well preserved; minor smudging at edges.
Minimalism__yves-gaucher_traces-2000__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Overly blurred and washed out; minimalism not well captured, structure partially preserved but lacks clarity.",5,5,5,"Excellent minimalism with clean lines, accurate color placement, and no artifacts; best overall result.",2,2,2,Too blurry and indistinct; fails to preserve structure or convey minimalism effectively.
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy blurring and smearing distort facial features and clothing details; style is vague and lacks Renaissance texture or color fidelity.,5,5,5,"Excellent preservation of original composition and figures; style convincingly mimics Early Renaissance painting with appropriate brushwork, palette, and aged texture without artifacts.",3,4,3,"Structure is well preserved but style is inconsistent — some areas look Renaissance, others overly hazy or washed out; minor artifacts in background and clothing folds."
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal Rococo influence; mostly retains source palette and lacks ornamental framing or pastel tones. Structure is well preserved but style transfer is weak.,5,5,5,"Strong Rococo aesthetic with soft pastels, ornate frame, and painterly texture. Source composition and objects are clearly preserved with no visible artifacts.",3,4,4,"Some Rococo-like softness and color shift, but lacks defining ornamental elements. Structure is intact and artifacts are minimal, though less stylized than Seedream."
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; lacks Rococo ornamental detail and color richness. Structure is preserved but heavily degraded by diffusion artifacts.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and painterly texture. Structure is perfectly preserved with no visible artifacts.",3,4,3,"Moderate Rococo feel with some decorative elements, but overly dark and muddy. Some structural integrity remains, but color fidelity and clarity are poor."
Ukiyo_e__utagawa-kuniyoshi_kuzunoha__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Ukiyo-e style with visible color bleeding and slight structural distortion; artifacts in background texture.,5,5,5,"Excellent Ukiyo-e fidelity: crisp lines, authentic color palette, perfect structural alignment, minimal artifacts.",4,4,4,Strong style match with minor color saturation issues and slight edge softening; good overall coherence.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Fails to apply Renaissance style; remains a monochrome sketch with no color or texture transfer. Structure is preserved but lacks stylistic intent.,5,5,5,"Perfectly captures Early Renaissance portraiture with rich color, realistic fur texture, and soft chiaroscuro. Structure is faithfully maintained with no artifacts.",2,4,3,"Similar to LBM, it fails to transfer the target style, resulting in a faded, low-contrast sketch. Structure is preserved but stylistic fidelity is absent."
Ukiyo_e__utagawa-kuniyoshi_ishiyakushi__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy degradation and noise; style transfer is barely perceptible and overwhelmed by artifacts.,5,5,5,Excellent Rococo styling with ornate borders and soft colors; structure perfectly preserved; no visible artifacts.,4,4,4,"Strong Rococo influence and good structure, but slightly less refined than Seedream; minor color bleeding and edge softness."
