case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note
Minimalism__mira-schendel_untitled-1984__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and abstract; loses facial structure and stylistic detail of Impressionism.,5,5,5,"Strong Impressionist brushwork, preserves portrait structure cleanly, no visible artifacts.",3,4,4,Warm tone matches style but lacks fine brushstroke texture; structure intact but less expressive.
Minimalism__mira-schendel_untitled-1984__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,Preserves source structure well but lacks minimalism; overly blurred and indistinct.,5,3,5,Strong minimalism with clean color field; slight seam artifact but otherwise clean.,4,4,4,"Good minimalism and structure, but visible vertical seam reduces artifact control."
Minimalism__mira-schendel_untitled-1984__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Minimal style transfer; retains source structure and color but lacks Rococo ornamental detail.,5,3,3,Strong Rococo aesthetic with gilded frame and textured brushwork; some structural distortion and minor artifacts.,1,4,5,Nearly identical to source; no meaningful style transfer applied.
Minimalism__mira-schendel_untitled-1984__to__Ukiyo_e,Minimalism,Ukiyo_e,LBM-PS-v2_e13,LBM-PS-v2_e13,LBM-PS-v2_e13,LBM-PS-v2_e13,4,4,4,4,Strong Ukiyo-e texture and color palette; slight blur reduces fine detail but maintains overall style fidelity.,3,3,3,Warm gradient mimics aged paper but lacks distinct Ukiyo-e motifs; structure is overly simplified.,2,2,2,Overly saturated orange texture dominates; minimal structural or stylistic reference to Ukiyo-e; noisy artifacts present.
Minimalism__pino-pinelli_pittura-r-1993__to__Early_Renaissance,Minimalism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Heavy blur and loss of detail; style not clearly Renaissance; artifacts from over-smoothing.,3,5,4,Excellent structure retention; moderate style transfer with some Renaissance cues; minimal artifacts.,5,4,5,"Strong Early Renaissance style (color, texture, composition); clean output with no visible artifacts; slight minor structure softening."
Minimalism__pino-pinelli_pittura-r-1993__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Severely blurred; no discernible style or structure.,5,5,5,"Strong Impressionist brushwork, clean structure, no artifacts.",4,4,4,"Good style and structure, slight texture noise."
Minimalism__pino-pinelli_pittura-r-1993__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred and washed out; minimalism lost in noise, structure faint but present.",5,5,5,"Clean, crisp red shapes on white background; perfect minimalism with full structural fidelity and no artifacts.",4,4,4,Good minimalism but slightly muted tones and minor texture artifacts; structure well preserved.
Minimalism__pino-pinelli_pittura-r-1993__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,SaMAM_2250,4,2,5,3,Preserves source structure well but lacks Rococo ornamentation; blurry and indistinct style.,5,3,4,Strong Rococo framing and decorative motifs; slightly distorts original layout but maintains core elements.,3,4,5,Cleanest output with minimal artifacts; moderate Rococo influence via color and texture only.
Minimalism__pino-pinelli_pittura-r-1993__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry; no discernible Ukiyo-e style or structure preserved.,5,5,5,"Strong Ukiyo-e aesthetic with clean lines, appropriate color palette, and faithful structure retention.",4,4,4,"Good style and structure but slightly darker, less refined rendering than D; minor artifacts in shading."
Minimalism__richard-tuttle_relative-to-our-society-1990__to__Early_Renaissance,Minimalism,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,"Very faded, low contrast; style is ambiguous and structure is blurred with heavy artifacts.",3,4,3,Moderate Early Renaissance feel with muted tones; structure is mostly preserved but some color shifts and soft artifacts present.,5,5,5,Strong Early Renaissance palette and chiaroscuro; structure is well preserved with minimal artifacts and clean edges.
Minimalism__richard-tuttle_relative-to-our-society-1990__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurred; no discernible structure or style detail.,5,5,5,Strong Impressionist brushwork with clear structure and minimal artifacts.,4,4,4,"Good style and structure, slightly less refined than D."
Minimalism__richard-tuttle_relative-to-our-society-1990__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,3,"Overly blurred and washed out; minimalism is implied but not clearly expressed. Structure is lost, artifacts are minimal but due to degradation.",5,5,5,Clean geometric abstraction with flat colors and sharp edges — strong minimalism. Source structure preserved accurately. No visible artifacts.,3,4,4,Retains source structure well but style is more illustrative than minimalist. Slight color bleeding and soft edges reduce purity of minimalism.
Minimalism__richard-tuttle_relative-to-our-society-1990__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and indistinct; minimal Rococo detail or structure preserved.,5,5,5,"Strong Rococo ornamental frame, clear subject structure, clean rendering with no artifacts.",4,4,4,"Good Rococo elements and structure, but slightly less refined than D; minor softness in details."
Minimalism__richard-tuttle_relative-to-our-society-1990__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,2,1,Extremely blurry and washed out; loses nearly all structural detail and Ukiyo-e texture.,4,3,3,"Good color palette and soft gradients reminiscent of Ukiyo-e, but structure is slightly softened and lacks crisp edges.",5,5,5,Excellent preservation of original structure with clean lines and shapes; applies Ukiyo-e color tones and subtle texture without artifacts or blurring.
Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very abstract and blurry; lacks Renaissance texture or form, structure is partially preserved but heavily distorted, artifacts from over-smoothing.",5,5,5,"Strong Early Renaissance architectural framing, clear panel structure retained, clean edges with no visible artifacts, style matches target reference well.",3,4,4,"Good color and structure match, but lacks textural depth of Renaissance style; minor artifacts in gradient transitions."
Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurred and abstract; loses all structural detail and shows no clear impressionistic brushwork or color harmony.,5,5,5,Strong impressionistic texture with visible brushstroke-like patterns; preserves original shape and black stripe clearly; minimal artifacts.,4,4,4,Good impressionistic feel with soft edges and color blending; structure mostly preserved but slightly less crisp than D; minor smudging artifacts.
Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,Overly blurred and washed out; loses geometric clarity and minimalism intent.,5,5,5,"Clean lines, bold color blocks, and sharp edges perfectly embody minimalism while preserving source structure.",4,4,4,Good minimalism but slightly softer edges and less crisp contrast than D.
Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Minimal Rococo styling; preserves source structure perfectly with no artifacts but lacks ornamental detail.,5,3,3,"Strong Rococo elements (floral motifs, gilded patterns, pastel gradients); structure is recognizable but slightly distorted; minor blending artifacts present.",3,4,4,Moderate Rococo influence via color palette and soft gradients; structure well preserved; some edge softening but no major artifacts.
Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,Highly blurred and abstract; loses both Ukiyo-e style cues and source structure.,3,4,3,Retains source geometry with faint Ukiyo-e line motifs; mild artifacts and low color fidelity.,4,5,4,Strong Ukiyo-e color blocking and clean lines; preserves source layout with minimal artifacts.
Minimalism__robert-mangold_untitled-fcpa-1995__to__Early_Renaissance,Minimalism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,"Faint, washed-out texture; lacks Renaissance color depth and detail; structure partially preserved but blurred.",3,5,4,Good structural fidelity with clear panel divisions; moderate Renaissance palette; minor smudging but clean edges.,5,4,5,"Strong Early Renaissance aesthetic with rich, layered colors and subtle texture; structure well-maintained; no visible artifacts."
Minimalism__robert-mangold_untitled-fcpa-1995__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred, lacks Impressionist brushwork; structure preserved but style is vague and muddy.",5,5,5,"Strong Impressionist texture with visible strokes, preserves original color blocks and shape, clean edges.",4,4,4,"Good Impressionist feel with textured layers, but slightly darker/muted tones and minor edge softening."
Minimalism__robert-mangold_untitled-fcpa-1995__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred, loses color and texture; minimalism not well expressed.",5,5,5,"Clean gradients, preserved geometry, faithful to minimalism.",3,4,3,Muted tones but introduces noise and texture inconsistent with minimalism.
Minimalism__robert-mangold_untitled-fcpa-1995__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and lacks clear Ukiyo-e characteristics; structure is partially preserved but heavily degraded by blur.,5,5,5,"Strong Ukiyo-e aesthetic with clean lines, traditional color palette, and excellent preservation of source structure without artifacts.",4,4,4,Good stylization with textured brushwork reminiscent of Ukiyo-e; structure is well preserved but slightly less refined than D.
Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Early_Renaissance,Minimalism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,"Very blurry and indistinct; style is vague, structure is partially preserved but degraded, artifacts from over-smoothing.",3,5,4,"Good structural fidelity with clean edges; moderate Early Renaissance style (warm tones, soft shading); minimal artifacts.",5,4,5,"Strongest Early Renaissance style (rich chiaroscuro, textured surfaces, atmospheric depth); excellent artifact control; slight minor loss in edge sharpness vs D."
Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Impressionism,Minimalism,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,2,Highly blurred and abstract; loses both structure and recognizable Impressionist brushwork.,3,4,3,"Preserves block structure well; applies soft, painterly texture but lacks distinct Impressionist strokes or color vibrancy.",5,5,4,Strong Impressionist brushwork with visible strokes and warm palette; maintains object structure cleanly with minimal artifacts.
Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural definition and minimalism intent.,5,5,5,"Clean geometric forms, muted palette, sharp edges — perfect minimalism with no artifacts.",4,4,4,Good minimalism but slightly softer edges and less precise color blocking than D.
Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,2,2,Very blurry and indistinct; minimal Rococo detail or structure preserved.,5,4,3,Strong Rococo ornamental framing and soft pastel tones; cabinet structure mostly intact with minor blending artifacts.,3,5,5,Cleanest output with sharp edges and no visible artifacts; style is subdued but recognizable as Rococo-inspired.
Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and lacks Ukiyo-e characteristics; structure is preserved but heavily degraded by blur artifacts.,5,5,5,"Strong Ukiyo-e woodblock aesthetic with clean lines, flat color areas, and stylized texture; structure perfectly preserved with minimal artifacts.",4,4,4,Good Ukiyo-e influence with textured surfaces and muted tones; slight over-texturing on top block but overall clean and well-structured.
Minimalism__robert-ryman_conversion-2003__to__Early_Renaissance,Minimalism,Early_Renaissance,LBM-PS-v2_e13,LBM-PS-v2_e13,SaMAM_2250,SaMAM_2250,3,4,2,2,"Strong Early Renaissance color and texture emulation, but heavy blur obscures structure and introduces artifacts.",1,1,1,Nearly identical to source; no stylistic transfer or structural change observed.,2,5,5,"Perfectly preserves source structure with minimal artifacts, but lacks any discernible Early Renaissance stylistic traits."
Minimalism__robert-ryman_conversion-2003__to__Impressionism,Minimalism,Impressionism,LBM-PS-v2_e13,LBM-PS-v2_e13,Seedream_repaired750,Seedream_repaired750,4,5,2,3,Strong Impressionist brushwork and color blending; structure heavily blurred but retains faint spatial cues; minor smearing artifacts.,2,5,5,"Preserves source structure perfectly with no artifacts; minimal style transfer — nearly identical to source, lacking Impressionist traits.",1,5,5,No perceptible style transfer; clean output but completely ignores Impressionist characteristics; structurally identical to source.
Minimalism__robert-ryman_conversion-2003__to__Minimalism,Minimalism,Minimalism,LBM-PS-v2_e13,LBM-PS-v2_e13,LBM-PS-v2_e13,LBM-PS-v2_e13,4,5,5,5,"Perfectly captures minimalism with uniform color, no structural elements, and zero artifacts.",4,5,4,Strong minimalism but slight warm tint and minor edge artifacts reduce purity.,3,5,4,Minimalist but greenish hue deviates from neutral minimalism; minor vignetting present.
Minimalism__robert-ryman_conversion-2003__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Extremely blurred; no discernible Rococo elements or structure.,5,5,5,Clear Rococo ornamental frame with precise structure and clean rendering.,1,1,3,Nearly identical to source; lacks any stylistic transformation.
Minimalism__robert-ryman_conversion-2003__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,Extremely blurred; no discernible Ukiyo-e features or structure retained.,3,2,3,Minimal style transfer; faint dots suggest structure but lacks Ukiyo-e characteristics.,4,4,5,Cleanest output; subtle green tint and dot placement hint at stylization while preserving source structure with minimal artifacts.
Minimalism__robert-ryman_surface-veil-1970__to__Early_Renaissance,Minimalism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Very blurry and indistinct; fails to convey Early Renaissance style or preserve source structure clearly.,3,5,3,Preserves source structure well with clean edges; moderate stylistic rendering but lacks rich Renaissance detail.,5,4,5,Strong Early Renaissance aesthetic with decorative borders and textured parchment feel; minimal artifacts and good structural fidelity.
Minimalism__robert-ryman_surface-veil-1970__to__Impressionism,Minimalism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,2,1,"Overly blurred, loses all structural detail and style cues; appears as a smudged average rather than impressionistic rendering.",3,5,4,Preserves source structure well with minimal artifacts; applies subtle brushwork but lacks strong impressionist color/texture fidelity.,5,4,5,Strong impressionist brushstrokes and color palette applied cleanly; maintains source layout while enhancing stylistic expression without distortion.
Minimalism__robert-ryman_surface-veil-1970__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,"Overly blurred; minimalism lost, structure partially preserved but lacks definition.",5,5,5,"Clean, crisp edges; strong minimalism with full structural fidelity and no artifacts.",3,4,3,Soft color wash introduces noise; structure mostly intact but style diluted.
Minimalism__robert-ryman_surface-veil-1970__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,SaMAM_2250,4,2,5,3,Preserves structure well but lacks Rococo ornamentation; blurry and indistinct style.,5,3,4,Strong Rococo aesthetic with ornate borders and color palette; slight structural distortion but visually rich.,3,4,5,Cleanest output with minimal artifacts; mild Rococo hints but underdeveloped stylistic fidelity.
Minimalism__robert-ryman_surface-veil-1970__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,2,2,Highly blurred; loses both style and structure. No clear Ukiyo-e traits or source layout.,3,5,4,Preserves source layout well. Adds subtle Ukiyo-e framing and texture but lacks strong stylistic markers.,5,4,5,Strong Ukiyo-e aesthetic with woodblock-like textures and framing. Maintains source structure with minor artifacts.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Blurred and indistinct; fails to convey Early Renaissance style or preserve structure clearly.,5,5,5,"Clean, sharp edges with accurate color and form; best preserves source structure while subtly evoking Renaissance palette and tone.",3,4,4,Good structural fidelity but overly cool/gray tone reduces stylistic alignment with Early Renaissance warmth and richness.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Blurred and indistinct; fails to convey Impressionist brushwork or color, structure is partially preserved but heavily degraded.",5,5,5,Strong Impressionist texture and color palette applied while preserving the zigzag shape and edges cleanly; no visible artifacts.,3,4,4,"Muted, grayish tone lacks vibrant Impressionist qualities; structure is well preserved with minor edge softness."
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and washed out; loses both style and structure.,5,5,5,"Clean minimalism with sharp edges, solid color, and no artifacts.",4,4,4,Good minimal style but slightly muted contrast and softer edges than D.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Blurred and indistinct; minimal Rococo detail, heavy smearing obscures structure.",5,5,5,"Strong Rococo ornamentation (floral, pastel, gilded frame), clean edges, faithful to source geometry.",1,4,4,Preserves zigzag shape well but lacks any Rococo styling; appears as a flat gray render with no stylistic transfer.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Severely blurred; no Ukiyo-e style or structure preserved.,5,5,5,Clean Ukiyo-e aesthetic with sharp edges and faithful geometry.,3,4,4,Muted tones and slight color shift; structure intact but less stylized.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly abstract and blurry; loses object identity and Renaissance texture cues.,5,5,5,"Strong Early Renaissance painterly texture, accurate form retention, clean edges, no artifacts.",3,4,3,"Glossy, modern look with halo artifact; structure preserved but style mismatched."
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Impressionism,Minimalism,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,"Highly blurred and abstracted; loses object identity and texture, minimal impressionistic brushwork clarity.",3,4,3,Retains shape and lighting well; some softening suggests impressionism but lacks distinct brushstroke texture.,5,5,4,"Strong impressionistic rendering with visible brush-like textures, preserves form and lighting accurately, minor edge softness."
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and abstract; loses object identity and minimalism intent.,5,5,5,"Clean, geometric, monochromatic palette with preserved form — ideal minimalism.",3,4,4,Retains structure but retains too much texture/detail; less minimalist than D.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,2,Highly blurred and abstract; loses both Rococo elegance and object structure.,5,5,5,"Perfectly captures Rococo opulence with ornate background, preserves nut shape and lighting, no artifacts.",3,4,4,Good structure and lighting but lacks Rococo stylistic elements; appears more modern/realistic.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and washed out; lacks Ukiyo-e line work and color contrast; structure is preserved but style is weak.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and stylized shading; perfectly preserves object structure and shows no artifacts.",3,4,4,Has some stylization but leans toward glossy 3D render; structure is well preserved; minor halo artifacts around edges.
Minimalism__sean-scully_untitled-1973__to__Early_Renaissance,Minimalism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Very blurry; style is indistinct and structure is heavily degraded.,3,5,4,Excellent structure preservation; style is present but muted and lacks detail.,5,4,5,Strongest style transfer with clear Renaissance-like patterns and textures; structure is well-maintained with minimal artifacts.
Minimalism__sean-scully_untitled-1973__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,Very low impressionistic style; structure preserved but overly blurred; mild artifacts from diffusion noise.,5,4,5,Strong impressionist brushwork and color blending; structure mostly intact; clean output with minimal artifacts.,3,4,4,Moderate impressionist feel with some stylization; structure reasonably preserved; slight color bleeding and edge softness.
Minimalism__sean-scully_untitled-1973__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,Preserves source geometry well but lacks Rococo ornamentation; appears as blurred texture with minimal stylistic transfer.,5,3,5,"Strong Rococo elements (scrollwork, gilding, soft curves) applied cleanly; some structural distortion but high aesthetic fidelity to target style.",3,4,4,Moderate Rococo influence via color and pattern; retains source structure better than D but less ornate; minor artifacts in edge blending.
Minimalism__sean-scully_untitled-1973__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Severely blurred; loses both style and structure.,5,5,5,Clean Ukiyo-e palette and linework; preserves geometry with minimal artifacts.,4,4,4,"Strong style and structure, but slightly noisier edges and color banding."
Minimalism__tony-smith_die-1968__to__Early_Renaissance,Minimalism,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Heavy blur and color bleed obscure both style and structure; early Renaissance texture is lost.,3,4,4,Clean cube geometry preserved; subtle warm tones hint at Renaissance palette but lack painterly detail.,5,5,5,"Strongest match: rich chiaroscuro, warm glazing, and soft edge transitions evoke Early Renaissance oil painting while preserving cube form cleanly."
Minimalism__tony-smith_die-1968__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurred; loses both style and structure entirely.,4,5,4,Strong Impressionist brushwork while preserving cube geometry cleanly.,3,4,3,Moderate style transfer with minor lighting artifacts on edges.
Minimalism__tony-smith_die-1968__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred and washed out; loses material texture and edge definition, failing minimalism’s clarity.",5,5,5,"Clean, crisp edges, uniform matte finish, and restrained color palette — ideal minimalism with no artifacts.",4,4,4,"Good structure and style, but slight color shift and softer edges reduce precision compared to D."
Minimalism__tony-smith_die-1968__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,2,1,Extremely blurred; no discernible Rococo elements or structure.,5,4,3,Strong Rococo pattern and ornate detail; cube structure preserved with minor edge softness.,1,5,5,Perfectly preserves cube structure and clean edges but applies no Rococo style.
Minimalism__tony-smith_die-1968__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,"Very blurry and indistinct; Ukiyo-e style is nearly absent, structure is preserved but heavily degraded by blur artifacts.",3,5,4,Clean cube structure preserved well; subtle warm tone hints at Ukiyo-e but lacks defining stylistic features like line work or texture.,5,4,5,"Strong Ukiyo-e aesthetic with glowing edges and painterly warmth; cube shape clearly maintained; minimal artifacts, excellent overall execution."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Blurred and indistinct; fails to convey Early Renaissance texture or form clearly.,4,5,5,"Clean, well-defined shield with subtle chiaroscuro and muted palette; strong structural fidelity and minimal artifacts.",5,3,3,"Strong stylistic emulation of Early Renaissance brushwork and color, but structure is slightly distorted and edges are rough."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Impressionism,Minimalism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,1,1,Extremely blurry; no discernible brushwork or color palette; structure lost.,3,5,3,"Good structural fidelity; muted, sketchy texture suggests impressionism but lacks vibrancy and detail.",5,4,5,Strong impressionist brushwork and color harmony; clean edges; minor halo artifact around shield.
Minimalism__william-scott_bowl-white-on-grey-1962__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,Preserves source structure well but lacks minimalism; background is noisy and indistinct.,5,4,5,"Strong minimalism with clean lines, muted tones, and no artifacts; slight softening of edges.",4,4,4,"Good minimalism and structure, but background has subtle color shifts and minor texture artifacts."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,3,2,"Very blurry and indistinct; minimal Rococo detail, heavy artifacts, structure barely preserved.",5,4,3,Strong Rococo ornamental style with clear cartouche shape; slight texture noise but excellent stylistic fidelity.,3,5,5,"Cleanest output with perfect structure retention; however, style is muted and lacks Rococo richness."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,"Highly blurred, loses all structural detail and Ukiyo-e characteristics; appears as noise.",3,3,3,"Retains shield shape and adds warm tones suggestive of Ukiyo-e, but lacks fine line work and texture; moderate artifacts.",5,5,5,"Excellent preservation of shield structure with clear Ukiyo-e ink-wash style, clean edges, and minimal artifacts; best overall match."
Minimalism__yves-gaucher_traces-2000__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Blurred, indistinct style; minimal Renaissance detail; heavy blur artifacts.",5,5,5,"Clean, faithful Early Renaissance aesthetic; preserves source structure; no visible artifacts.",3,4,3,Some stylistic texture but overly cool/blue tone; minor banding artifacts near center line.
